concept,analytic_name,NHANES cycle,source component,source filename,raw variable,label,unit,valid range,missing codes,special codes,lower detection limit,fasting requirement,survey weight requirement,transformation,harmonization decision,evidence source,final status,notes
Triglycerides,triglycerides_harmonized,2013-2014,TRIGLY,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2013-2014\TRIGLY_H.XPT,LBXTR,triglycerides,mg/dL,13 to 4233,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,Yes,WTSAF2YR,2005-2018: LBXTR; 2021-2023: -12.19 + 0.9785*LBXTLG before TyG calculation,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,fasting subsample; WTSAF2YR
Triglycerides,triglycerides_harmonized,2015-2016,TRIGLY,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2015-2016\TRIGLY_I.XPT,LBXTR,triglycerides,mg/dL,14 to 2141,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,Yes,WTSAF2YR,2005-2018: LBXTR; 2021-2023: -12.19 + 0.9785*LBXTLG before TyG calculation,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,fasting subsample; WTSAF2YR
Triglycerides,triglycerides_harmonized,2017-2018,TRIGLY,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2017-2018\TRIGLY_J.XPT,LBXTR,triglycerides,mg/dL,10 to 2684,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,Yes,WTSAF2YR,2005-2018: LBXTR; 2021-2023: -12.19 + 0.9785*LBXTLG before TyG calculation,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,fasting subsample; WTSAF2YR
Triglycerides,triglycerides_harmonized,2021-2023,TRIGLY,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2021-2023\TRIGLY_L.XPT,LBXTLG,triglycerides,mg/dL,6.4015 to 1695.29,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,Yes,WTSAF2YR,2005-2018: LBXTR; 2021-2023: -12.19 + 0.9785*LBXTLG before TyG calculation,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,fasting subsample; WTSAF2YR
Fasting glucose,fasting_glucose,2005-2006,GLU,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2005-2006\GLU_D.XPT,LBXGLU,fasting glucose,mg/dL,45 to 418,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,Yes,WTSAF2YR,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,fasting subsample; WTSAF2YR
Fasting glucose,fasting_glucose,2007-2008,GLU,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2007-2008\GLU_E.XPT,LBXGLU,fasting glucose,mg/dL,38 to 584,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,Yes,WTSAF2YR,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,fasting subsample; WTSAF2YR
Fasting glucose,fasting_glucose,2009-2010,GLU,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2009-2010\GLU_F.XPT,LBXGLU,fasting glucose,mg/dL,36 to 375,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,Yes,WTSAF2YR,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,fasting subsample; WTSAF2YR
Fasting glucose,fasting_glucose,2011-2012,GLU,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2011-2012\GLU_G.XPT,LBXGLU,fasting glucose,mg/dL,39 to 382,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,Yes,WTSAF2YR,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,fasting subsample; WTSAF2YR
Fasting glucose,fasting_glucose,2013-2014,GLU,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2013-2014\GLU_H.XPT,LBXGLU,fasting glucose,mg/dL,51 to 421,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,Yes,WTSAF2YR,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,fasting subsample; WTSAF2YR
Fasting glucose,fasting_glucose,2015-2016,GLU,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2015-2016\GLU_I.XPT,LBXGLU,fasting glucose,mg/dL,21 to 479,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,Yes,WTSAF2YR,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,fasting subsample; WTSAF2YR
Fasting glucose,fasting_glucose,2017-2018,GLU,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2017-2018\GLU_J.XPT,LBXGLU,fasting glucose,mg/dL,47 to 451,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,Yes,WTSAF2YR,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,fasting subsample; WTSAF2YR
Fasting glucose,fasting_glucose,2021-2023,GLU,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2021-2023\GLU_L.XPT,LBXGLU,fasting glucose,mg/dL,59 to 561,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,Yes,WTSAF2YR,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,fasting subsample; WTSAF2YR
Waist circumference,waist,2005-2006,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2005-2006\BMX_D.XPT,BMXWAIST,waist circumference,cm,40.2 to 175,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
Waist circumference,waist,2007-2008,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2007-2008\BMX_E.XPT,BMXWAIST,waist circumference,cm,37.8 to 178.2,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
Waist circumference,waist,2009-2010,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2009-2010\BMX_F.XPT,BMXWAIST,waist circumference,cm,40.7 to 179,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
Waist circumference,waist,2011-2012,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2011-2012\BMX_G.XPT,BMXWAIST,waist circumference,cm,38.7 to 176,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
Waist circumference,waist,2013-2014,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2013-2014\BMX_H.XPT,BMXWAIST,waist circumference,cm,40.2 to 177.9,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
Waist circumference,waist,2015-2016,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2015-2016\BMX_I.XPT,BMXWAIST,waist circumference,cm,40 to 171.6,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
Waist circumference,waist,2017-2018,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2017-2018\BMX_J.XPT,BMXWAIST,waist circumference,cm,40 to 169.5,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
Waist circumference,waist,2021-2023,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2021-2023\BMX_L.XPT,BMXWAIST,waist circumference,cm,39.8 to 187,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
BMI,bmi,2005-2006,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2005-2006\BMX_D.XPT,BMXBMI,body mass index,kg/m2,11.74 to 130.21,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
BMI,bmi,2007-2008,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2007-2008\BMX_E.XPT,BMXBMI,body mass index,kg/m2,12.5 to 73.43,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
BMI,bmi,2009-2010,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2009-2010\BMX_F.XPT,BMXBMI,body mass index,kg/m2,12.58 to 84.87,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
BMI,bmi,2011-2012,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2011-2012\BMX_G.XPT,BMXBMI,body mass index,kg/m2,12.4 to 82.1,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
BMI,bmi,2013-2014,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2013-2014\BMX_H.XPT,BMXBMI,body mass index,kg/m2,12.1 to 82.9,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
BMI,bmi,2015-2016,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2015-2016\BMX_I.XPT,BMXBMI,body mass index,kg/m2,11.5 to 67.3,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
BMI,bmi,2017-2018,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2017-2018\BMX_J.XPT,BMXBMI,body mass index,kg/m2,12.3 to 86.2,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
BMI,bmi,2021-2023,BMX,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2021-2023\BMX_L.XPT,BMXBMI,body mass index,kg/m2,11.1 to 74.8,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC examination
UACR,uacr,2005-2006,ALB_CR,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2005-2006\ALB_CR_D.XPT,URXUMA,urine albumin-creatinine ratio,mg/g,0.122093 to 10378.4,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,Use NHANES URDACT when available; otherwise URXUMA/URXUCR*100; log2 only when >0,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC urine laboratory; LOD flags audited
UACR,uacr,2007-2008,ALB_CR,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2007-2008\ALB_CR_E.XPT,URXUMA,urine albumin-creatinine ratio,mg/g,0.215827 to 12863.2,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,Use NHANES URDACT when available; otherwise URXUMA/URXUCR*100; log2 only when >0,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC urine laboratory; LOD flags audited
UACR,uacr,2009-2010,ALB_CR,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2009-2010\ALB_CR_F.XPT,URDACT,urine albumin-creatinine ratio,mg/g,0.08 to 13787.9,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,Use NHANES URDACT when available; otherwise URXUMA/URXUCR*100; log2 only when >0,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC urine laboratory; LOD flags audited
UACR,uacr,2011-2012,ALB_CR,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2011-2012\ALB_CR_G.XPT,URDACT,urine albumin-creatinine ratio,mg/g,0.43 to 92500,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,Use NHANES URDACT when available; otherwise URXUMA/URXUCR*100; log2 only when >0,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC urine laboratory; LOD flags audited
UACR,uacr,2013-2014,ALB_CR,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2013-2014\ALB_CR_H.XPT,URDACT,urine albumin-creatinine ratio,mg/g,0.21 to 9000,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,Use NHANES URDACT when available; otherwise URXUMA/URXUCR*100; log2 only when >0,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC urine laboratory; LOD flags audited
UACR,uacr,2015-2016,ALB_CR,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2015-2016\ALB_CR_I.XPT,URDACT,urine albumin-creatinine ratio,mg/g,0.22 to 21152.2,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,Use NHANES URDACT when available; otherwise URXUMA/URXUCR*100; log2 only when >0,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC urine laboratory; LOD flags audited
UACR,uacr,2017-2018,ALB_CR,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2017-2018\ALB_CR_J.XPT,URDACT,urine albumin-creatinine ratio,mg/g,0.27 to 11676.9,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,Use NHANES URDACT when available; otherwise URXUMA/URXUCR*100; log2 only when >0,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC urine laboratory; LOD flags audited
UACR,uacr,2021-2023,ALB_CR,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2021-2023\ALB_CR_L.XPT,URDACT,urine albumin-creatinine ratio,mg/g,0.08 to 14708.3,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,Use NHANES URDACT when available; otherwise URXUMA/URXUCR*100; log2 only when >0,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC urine laboratory; LOD flags audited
Serum creatinine,serum_creatinine,2005-2006,BIOPRO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2005-2006\BIOPRO_D.XPT,LBXSCR,serum creatinine,mg/dL,0.4 to 17.8,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC laboratory
Serum creatinine,serum_creatinine,2007-2008,BIOPRO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2007-2008\BIOPRO_E.XPT,LBXSCR,serum creatinine,mg/dL,0.31 to 8.32,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC laboratory
Serum creatinine,serum_creatinine,2009-2010,BIOPRO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2009-2010\BIOPRO_F.XPT,LBXSCR,serum creatinine,mg/dL,0.14 to 15.66,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC laboratory
Serum creatinine,serum_creatinine,2011-2012,BIOPRO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2011-2012\BIOPRO_G.XPT,LBXSCR,serum creatinine,mg/dL,0.16 to 9.51,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC laboratory
Serum creatinine,serum_creatinine,2013-2014,BIOPRO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2013-2014\BIOPRO_H.XPT,LBXSCR,serum creatinine,mg/dL,0.29 to 17.41,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC laboratory
Serum creatinine,serum_creatinine,2015-2016,BIOPRO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2015-2016\BIOPRO_I.XPT,LBXSCR,serum creatinine,mg/dL,0.3 to 10.71,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC laboratory
Serum creatinine,serum_creatinine,2017-2018,BIOPRO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2017-2018\BIOPRO_J.XPT,LBXSCR,serum creatinine,mg/dL,0.25 to 12.74,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC laboratory
Serum creatinine,serum_creatinine,2021-2023,BIOPRO,D:\C_Drive_Migrated\Administrator\cvd_gbd_nhanes_ml\data\raw\nhanes\2021-2023\BIOPRO_L.XPT,LBXSCR,serum creatinine,mg/dL,0.33 to 15.17,Questionnaire special codes 7/9/77/99 where applicable; laboratory missing is blank/NaN,URDUMALC/URDUCRLC indicate lower detection limit for urine analytes where available,See CDC ALB_CR documentation for urine analytes; otherwise TO BE CONFIRMED,No,WTMEC2YR or component-appropriate weight,none or direct recode,LOCKED_STAGE2,Raw XPT audit plus CDC public codebook URL where applicable,usable for Stage 3 plan,MEC laboratory
